"Player","Start","End","Matches","Innings","Balls","Runs","Wickets","Average","Economy","StrikeRate","BestBowlingInnings","FourWickets","FiveWickets"
"L Sivaramakrishnan ",1985,1987,16,16,756,538,15,35.8666666666667,4.26984126984127,50.4,"3/35",0,0
"CT Tremlett ",2005,2011,15,15,784,705,15,47,5.39540816326531,52.2666666666667,"4/32",1,0
"JTC Vaughan ",1992,1996,18,17,696,524,15,34.9333333333333,4.51724137931035,46.4,"4/33",1,0
"UWMBCA Welegedara ",2009,2010,10,9,457,433,15,28.8666666666667,5.68490153172866,30.4666666666667,"5/66",0,1
"LJ Wright ",2007,2014,50,37,1038,884,15,58.9333333333333,5.10982658959538,69.2,"2/34",0,0
"JO Angara ",1997,2003,17,15,588,569,14,40.6428571428571,5.80612244897959,42,"3/30",0,0
"Anshuman Rath ",2014,2018,18,7,337,167,14,11.9285714285714,2.97329376854599,24.0714285714286,"3/22",0,0
"F Behardien ",2013,2018,59,35,748,719,14,51.3571428571429,5.76737967914439,53.4285714285714,"3/19",0,0
"DE Bernard ",2003,2010,20,17,624,526,14,37.5714285714286,5.05769230769231,44.5714285714286,"3/32",0,0
"GS Blewett ",1995,1999,32,24,749,646,14,46.1428571428571,5.17489986648865,53.5,"2/6",0,0
"S Chanderpaul ",1994,2011,268,28,740,636,14,45.4285714285714,5.15675675675676,52.8571428571429,"3/18",0,0
"GJ Cosier ",1975,1979,9,8,409,248,14,17.7142857142857,3.63814180929095,29.2142857142857,"5/18",0,1
"JWM Dalrymple ",2006,2007,27,23,840,666,14,47.5714285714286,4.75714285714286,60,"2/5",0,0
"Enamul Haque jnr ",2005,2009,10,10,576,422,14,30.1428571428571,4.39583333333333,41.1428571428571,"3/16",0,0
"UC Hathurusingha ",1992,1999,35,25,954,709,14,50.6428571428571,4.45911949685535,68.1428571428571,"4/57",1,0
"Jalal-ud-Din ",1982,1983,8,7,306,211,14,15.0714285714286,4.13725490196078,21.8571428571429,"4/32",1,0
"SKW Kelly ",2006,2009,10,10,389,371,14,26.5,5.72236503856041,27.7857142857143,"3/36",0,0
"D Mongia ",2001,2007,57,21,640,571,14,40.7857142857143,5.353125,45.7142857142857,"3/31",0,0
"Mosaddek Hossain ",2016,2019,35,33,902,787,14,56.2142857142857,5.2350332594235,64.4285714285714,"3/13",0,0
"A Nao ",2017,2019,13,13,613,495,14,35.3571428571429,4.84502446982055,43.7857142857143,"3/40",0,0
"JD Nel ",2006,2010,19,19,730,649,14,46.3571428571429,5.33424657534247,52.1428571428571,"4/25",1,0
"A Nortje ",2019,2020,7,7,334,283,14,20.2142857142857,5.08383233532934,23.8571428571429,"3/57",0,0
"IE O'Brien ",2008,2009,10,10,453,488,14,34.8571428571429,6.4635761589404,32.3571428571429,"3/68",0,0
"Rahmat Shah ",2013,2019,73,26,524,504,14,36,5.77099236641221,37.4285714285714,"5/32",0,1
"Rumman Raees ",2017,2018,9,9,463,464,14,33.1428571428571,6.01295896328294,33.0714285714286,"3/49",0,0
"JA Snow ",1971,1975,9,8,538,232,14,16.5714285714286,2.58736059479554,38.4285714285714,"4/11",2,0
"Sohrawordi Shuvo ",2010,2011,17,17,762,572,14,40.8571428571429,4.50393700787402,54.4285714285714,"3/14",0,0
"SA Ankola ",1989,1997,20,20,807,615,13,47.3076923076923,4.5724907063197,62.0769230769231,"3/33",0,0
"MP Bicknell ",1990,1991,7,7,413,347,13,26.6923076923077,5.04116222760291,31.7692307692308,"3/55",0,0
"KD Boyce ",1973,1975,8,8,470,313,13,24.0769230769231,3.99574468085106,36.1538461538462,"4/50",1,0
"ST Clarke ",1978,1982,10,10,524,245,13,18.8461538461538,2.80534351145038,40.3076923076923,"3/22",0,0
"PC Connell ",2008,2010,13,12,564,518,13,39.8461538461538,5.51063829787234,43.3846153846154,"3/68",0,0
"TLW Cooper ",2010,2013,23,19,553,438,13,33.6923076923077,4.75226039783002,42.5384615384615,"3/11",0,0
"Hamza Tahir ",2019,2019,6,6,338,228,13,17.5384615384615,4.04733727810651,26,"5/38",1,1
"MN Hart ",1994,2002,13,12,572,373,13,28.6923076923077,3.91258741258741,44,"5/22",0,1
"RS Higgins ",2006,2006,11,11,544,380,13,29.2307692307692,4.19117647058824,41.8461538461538,"4/21",1,0
"Ijaz Faqih ",1980,1988,27,25,1116,819,13,63,4.40322580645161,85.8461538461538,"4/43",1,0
"Karan KC ",2018,2020,9,9,403,318,13,24.4615384615385,4.73449131513648,31,"4/15",2,0
"CBRLS Kumara ",2017,2019,13,13,544,623,13,47.9230769230769,6.87132352941176,41.8461538461538,"2/26",0,0
"Majid Khan ",1973,1982,23,15,658,374,13,28.7692307692308,3.41033434650456,50.6153846153846,"3/27",0,0
"AD Mascarenhas ",2007,2009,20,20,822,634,13,48.7692307692308,4.62773722627737,63.2307692307692,"3/23",0,0
"Minhajul Abedin ",1986,1999,27,18,546,511,13,39.3076923076923,5.61538461538461,42,"2/39",0,0
"Mohammad Hussain ",1997,1998,14,13,672,547,13,42.0769230769231,4.88392857142857,51.6923076923077,"4/33",1,0
"ASA Perera ",1998,2001,20,18,579,522,13,40.1538461538462,5.40932642487047,44.5384615384615,"2/25",0,0
"MDK Perera ",2007,2018,13,10,456,409,13,31.4615384615385,5.38157894736842,35.0769230769231,"3/48",0,0
"DJ Reekers ",2006,2009,19,13,510,436,13,33.5384615384615,5.12941176470588,39.2307692307692,"3/54",0,0
"JB Reva ",2016,2018,9,9,405,357,13,27.4615384615385,5.28888888888889,31.1538461538462,"3/40",0,0
"Sharafuddin Ashraf ",2014,2019,17,17,764,559,13,43,4.39005235602094,58.7692307692308,"3/29",0,0
"JJ Smit ",2019,2020,8,8,288,229,13,17.6153846153846,4.77083333333333,22.1538461538462,"5/44",0,1
"JN Snape ",2001,2002,10,10,529,403,13,31,4.57088846880907,40.6923076923077,"3/43",0,0
"Sompal Kami ",2018,2019,6,6,301,247,13,19,4.92358803986711,23.1538461538462,"5/33",0,1
"Tareq Aziz ",2002,2004,10,10,465,424,13,32.6153846153846,5.47096774193548,35.7692307692308,"3/19",0,0
"S Thuraisingam ",2003,2008,10,10,421,305,13,23.4615384615385,4.34679334916865,32.3846153846154,"4/35",1,0
"JJ Tucker ",2006,2009,26,21,819,701,13,53.9230769230769,5.13553113553114,63,"2/23",0,0
"JJ van der Wath ",2006,2007,10,10,526,551,13,42.3846153846154,6.2851711026616,40.4615384615385,"2/21",0,0
"P Willey ",1977,1986,26,22,1031,659,13,50.6923076923077,3.83511154219205,79.3076923076923,"3/33",0,0
"P Wilson ",1997,1998,11,11,562,450,13,34.6153846153846,4.80427046263345,43.2307692307692,"3/39",0,0
"Aftab Ahmed ",2004,2010,85,30,739,656,12,54.6666666666667,5.32611637347767,61.5833333333333,"5/31",0,1
"Ahsan Malik ",2011,2014,12,11,471,408,12,34,5.19745222929936,39.25,"3/38",0,0
"M Azharuddin ",1985,2000,334,24,552,479,12,39.9166666666667,5.20652173913043,46,"3/19",0,0
"WD Balaji Rao ",2008,2011,10,10,474,448,12,37.3333333333333,5.67088607594937,39.5,"4/57",1,0
"HR Bryan ",1999,1999,15,15,722,518,12,43.1666666666667,4.30470914127424,60.1666666666667,"4/24",1,0
"IP Butchart ",1983,1995,20,16,702,640,12,53.3333333333333,5.47008547008547,58.5,"3/57",0,0
"ADR Campbell ",1992,2003,188,30,509,434,12,36.1666666666667,5.11591355599214,42.4166666666667,"2/20",0,0
"PA Desai ",2010,2014,13,13,612,485,12,40.4166666666667,4.75490196078431,51,"3/35",0,0
"AB Dinda ",2010,2013,13,13,594,612,12,51,6.18181818181818,49.5,"2/44",0,0
"H Durham ",2006,2006,9,8,400,343,12,28.5833333333333,5.145,33.3333333333333,"4/45",1,0
"AM Ellis ",2012,2013,15,13,480,425,12,35.4166666666667,5.3125,40,"2/22",0,0
"RM Ellison ",1984,1986,14,14,696,510,12,42.5,4.39655172413793,58,"3/42",0,0
"JN Frylinck ",2019,2020,8,8,321,219,12,18.25,4.09345794392523,26.75,"5/13",0,1
"AM Guruge ",2014,2015,7,7,351,337,12,28.0833333333333,5.76068376068376,29.25,"4/56",1,0
"TM Head ",2016,2018,42,26,765,737,12,61.4166666666667,5.78039215686274,63.75,"2/22",0,0
"PA Hitchcock ",2002,2008,14,12,558,468,12,39,5.03225806451613,46.5,"3/30",0,0
"AG Hurst ",1975,1979,8,7,402,203,12,16.9166666666667,3.02985074626866,33.5,"5/21",0,1
"Iqbal Qasim ",1977,1988,15,14,664,500,12,41.6666666666667,4.51807228915663,55.3333333333333,"3/13",0,0
"Junaid Siddique ",2019,2020,6,6,309,249,12,20.75,4.83495145631068,25.75,"3/37",0,0
"Kabir Khan ",1994,2000,10,9,371,303,12,25.25,4.90026954177898,30.9166666666667,"2/23",0,0
"TP Kamungozi ",2006,2015,14,13,636,548,12,45.6666666666667,5.16981132075472,53,"2/36",0,0
"Khawar Ali ",2019,2020,11,11,498,401,12,33.4166666666667,4.83132530120482,41.5,"4/23",1,0
"Khurram Khan ",2004,2015,16,11,498,432,12,36,5.20481927710843,41.5,"4/32",1,0
"RK Kleinveldt ",2013,2013,10,10,513,448,12,37.3333333333333,5.23976608187134,42.75,"4/22",1,0
"CM Kuggeleijn ",1988,1989,16,16,817,604,12,50.3333333333333,4.43574051407589,68.0833333333333,"2/31",0,0
"GA Lamb ",2010,2011,15,15,642,467,12,38.9166666666667,4.36448598130841,53.5,"3/45",0,0
"SG Law ",1994,1999,54,25,807,635,12,52.9166666666667,4.72118959107807,67.25,"2/22",0,0
"RJ McCurdy ",1985,1985,11,11,515,375,12,31.25,4.36893203883495,42.9166666666667,"3/19",0,0
"DR Martyn ",1992,2006,208,31,794,704,12,58.6666666666667,5.31989924433249,66.1666666666667,"2/21",0,0
"SF Mire ",2014,2019,47,19,507,515,12,42.9166666666667,6.09467455621302,42.25,"4/43",1,0
"SO Ngoche ",2010,2014,14,13,569,431,12,35.9166666666667,4.54481546572935,47.4166666666667,"2/28",0,0
"MA Parker ",2010,2010,10,10,414,327,12,27.25,4.73913043478261,34.5,"4/33",1,0
"RG Petrie ",1990,1991,12,12,660,449,12,37.4166666666667,4.08181818181818,55,"2/25",0,0
"PWE Rawson ",1983,1987,10,10,571,427,12,35.5833333333333,4.48686514886165,47.5833333333333,"3/47",0,0
"JD Ryder ",2008,2014,48,19,407,412,12,34.3333333333333,6.07371007371007,33.9166666666667,"3/29",0,0
"CAH Stevenson ",2019,2020,7,6,288,236,12,19.6666666666667,4.91666666666667,24,"3/22",0,0
"Taijul Islam ",2014,2020,9,9,510,337,12,28.0833333333333,3.96470588235294,42.5,"4/11",1,0
"SN Thakur ",2017,2020,11,11,522,609,12,50.75,7,43.5,"4/52",1,0
"SR Thompson ",2013,2017,20,16,559,490,12,40.8333333333333,5.25939177101968,46.5833333333333,"2/17",0,0
"AJ Tye ",2018,2018,7,7,387,392,12,32.6666666666667,6.07751937984496,32.25,"5/46",0,1
"KEA Upashantha ",1995,2001,12,12,564,481,12,40.0833333333333,5.11702127659574,47,"4/37",1,0
"HR Walsh ",2019,2020,10,10,376,331,12,27.5833333333333,5.28191489361702,31.3333333333333,"4/36",1,0
"RR Watson ",2006,2010,35,17,570,528,12,44,5.55789473684211,47.5,"3/18",0,0
"CL White ",2005,2018,91,19,331,351,12,29.25,6.36253776435045,27.5833333333333,"3/5",0,0
"PJ Wiseman ",1998,2003,15,13,450,368,12,30.6666666666667,4.90666666666667,37.5,"4/45",1,0
"Aamer Nazir ",1993,1995,9,9,417,346,11,31.4545454545455,4.97841726618705,37.9090909090909,"3/43",0,0
"VR Aaron ",2011,2014,9,9,380,419,11,38.0909090909091,6.61578947368421,34.5454545454545,"3/24",0,0
"RW Ali ",1996,1997,9,9,338,255,11,23.1818181818182,4.52662721893491,30.7272727272727,"3/17",0,0
"Amir Hayat ",2018,2019,9,9,449,382,11,34.7272727272727,5.10467706013363,40.8181818181818,"3/19",0,0
"LS Baker ",2008,2009,10,9,426,355,11,32.2727272727273,5,38.7272727272727,"3/47",0,0
"S Bhari ",2020,2020,4,4,182,103,11,9.36363636363636,3.3956043956044,16.5454545454545,"4/5",1,0
"R Clarke ",2003,2006,20,14,469,415,11,37.7272727272727,5.3091684434968,42.6363636363636,"2/28",0,0
"HT Davis ",1994,1997,11,11,432,436,11,39.6363636363636,6.05555555555556,39.2727272727273,"4/35",1,0
"Z Groenewald ",2019,2019,4,4,198,130,11,11.8181818181818,3.93939393939394,18,"5/20",0,1
"HF Gurney ",2014,2014,10,10,455,432,11,39.2727272727273,5.6967032967033,41.3636363636364,"4/55",1,0
"Haris Sohail ",2013,2019,41,21,642,613,11,55.7272727272727,5.72897196261682,58.3636363636364,"3/45",0,0
"Haseeb Amjad ",2014,2016,7,7,342,288,11,26.1818181818182,5.05263157894737,31.0909090909091,"3/49",0,0
"DW Headley ",1996,1999,13,13,594,520,11,47.2727272727273,5.25252525252525,54,"2/38",0,0
"HJ Howarth ",1973,1975,9,8,492,280,11,25.4545454545455,3.41463414634146,44.7272727272727,"3/29",0,0
"RL Johnson ",2003,2003,10,9,402,239,11,21.7272727272727,3.56716417910448,36.5454545454545,"3/22",0,0
"CL King ",1976,1980,18,15,744,529,11,48.0909090909091,4.26612903225806,67.6363636363636,"4/23",1,0
"NM Kulkarni ",1997,1998,10,8,402,357,11,32.4545454545455,5.32835820895522,36.5454545454545,"3/27",0,0
"RT Latham ",1990,1994,33,21,450,386,11,35.0909090909091,5.14666666666667,40.9090909090909,"5/32",0,1
"P Lever ",1971,1975,10,9,440,261,11,23.7272727272727,3.55909090909091,40,"4/35",1,0
"AA Mallett ",1971,1975,9,9,502,341,11,31,4.07569721115538,45.6363636363636,"3/34",0,0
"MF Malone ",1977,1982,10,10,612,315,11,28.6363636363636,3.08823529411765,55.6363636363636,"2/9",0,0
"A Martin ",2011,2011,9,9,444,296,11,26.9090909090909,4,40.3636363636364,"4/36",1,0
"EZ Matambanadzo ",1996,1997,7,7,297,217,11,19.7272727272727,4.38383838383838,27,"4/32",1,0
"M Mbangwa ",1996,2002,29,29,1369,1140,11,103.636363636364,4.9963476990504,124.454545454545,"2/24",0,0
"DR Parry ",1978,1980,6,6,330,259,11,23.5454545454545,4.70909090909091,30,"3/47",0,0
"RL Powell ",1999,2005,109,25,473,491,11,44.6363636363636,6.22832980972516,43,"2/5",0,0
"TT Samaraweera ",1998,2011,53,17,702,542,11,49.2727272727273,4.63247863247863,63.8181818181818,"3/34",0,0
"BM Scholtz ",2019,2020,8,8,362,223,11,20.2727272727273,3.69613259668508,32.9090909090909,"4/27",1,0
"Shafiuddin Ahmed ",1997,2000,11,11,495,426,11,38.7272727272727,5.16363636363636,45,"3/42",0,0
"DLS van Bunge ",2002,2013,37,13,331,329,11,29.9090909090909,5.96374622356495,30.0909090909091,"3/16",0,0
"A van der Merwe ",2010,2011,9,9,432,323,11,29.3636363636364,4.48611111111111,39.2727272727273,"5/49",0,1
"JDF Vandersay ",2015,2019,12,11,491,480,11,43.6363636363636,5.86558044806517,44.6363636363636,"3/50",0,0
"AS Wassan ",1990,1991,9,9,426,283,11,25.7272727272727,3.98591549295775,38.7272727272727,"3/28",0,0
"M Zondeki ",2002,2008,13,12,558,504,11,45.8181818181818,5.41935483870968,50.7272727272727,"2/40",0,0
"AC Agar ",2015,2020,13,13,654,619,10,61.9,5.67889908256881,65.4,"2/48",0,0
"MW Alleyne ",1999,2000,10,9,366,280,10,28,4.59016393442623,36.6,"3/27",0,0
"MA Aponso ",2016,2018,9,9,423,377,10,37.7,5.34751773049645,42.3,"4/18",1,0
"TD Astle ",2017,2019,9,8,270,246,10,24.6,5.46666666666667,27,"3/33",0,0
"DJ Callaghan ",1992,2000,29,19,444,365,10,36.5,4.93243243243243,44.4,"3/32",0,0
"A Codrington ",2003,2007,9,8,300,265,10,26.5,5.3,30,"5/27",0,1
"M de Lange ",2012,2016,4,4,209,198,10,19.8,5.68421052631579,20.9,"4/46",1,0
"R Dhanraj ",1994,1995,6,5,264,170,10,17,3.86363636363636,26.4,"4/26",1,0
"MW Gatting ",1977,1993,92,14,392,336,10,33.6,5.14285714285714,39.2,"3/32",0,0
"K Gore ",2019,2020,10,10,384,270,10,27,4.21875,38.4,"4/20",1,0
"NG Jones ",2010,2011,14,13,389,234,10,23.4,3.60925449871465,38.9,"2/19",0,0
"FJ Klaassen ",2018,2019,4,4,240,150,10,15,3.75,24,"3/30",0,0
"RR Kulkarni ",1983,1987,10,10,444,345,10,34.5,4.66216216216216,44.4,"3/42",0,0
"DK Liyanage ",1992,2001,16,16,642,510,10,51,4.76635514018692,64.2,"3/49",0,0
"Mohammad Sharif ",2001,2007,9,9,499,424,10,42.4,5.09819639278557,49.9,"3/40",0,0
"Mohammad Zahid ",1996,2002,11,11,512,391,10,39.1,4.58203125,51.2,"2/20",0,0
"D Mohammed ",2006,2008,7,6,353,235,10,23.5,3.9943342776204,35.3,"3/37",0,0
"Naimur Rahman ",1995,2002,29,24,1094,904,10,90.4,4.95795246800731,109.4,"2/51",0,0
"RJ Nicol ",2011,2013,22,17,339,329,10,32.9,5.82300884955752,33.9,"4/19",1,0
"H Patel ",2009,2013,23,16,409,353,10,35.3,5.17848410757946,40.9,"4/28",1,0
"MJG Rippon ",2013,2018,6,6,252,167,10,16.7,3.97619047619048,25.2,"4/37",1,0
"IH Romaine ",2006,2009,35,13,326,355,10,35.5,6.53374233128834,32.6,"2/22",0,0
"KR Rutherford ",1985,1995,121,17,389,323,10,32.3,4.98200514138817,38.9,"2/39",0,0
"RL Sanghvi ",1998,1998,10,10,498,399,10,39.9,4.80722891566265,49.8,"3/29",0,0
"Sanwar Hossain ",1998,2003,27,13,383,327,10,32.7,5.12271540469974,38.3,"3/49",0,0
"MD Shanaka ",2016,2019,22,12,282,274,10,27.4,5.82978723404255,28.2,"5/43",0,1
"G Sharma ",1985,1987,11,10,486,361,10,36.1,4.45679012345679,48.6,"3/29",0,0
"TB Sole ",2018,2019,10,10,504,387,10,38.7,4.60714285714286,50.4,"4/15",1,0
"MN Waller ",2009,2018,79,30,666,566,10,56.6,5.0990990990991,66.6,"2/44",0,0
"Ziaur Rahman ",2013,2014,13,11,390,301,10,30.1,4.63076923076923,39,"5/30",0,1
"KN Amalean ",1986,1988,8,8,318,207,9,23,3.90566037735849,35.3333333333333,"4/46",1,0
"MKDI Amerasinghe ",2007,2008,8,8,426,363,9,40.3333333333333,5.11267605633803,47.3333333333333,"3/44",0,0
"Amjad Javed ",2008,2017,15,15,618,608,9,67.5555555555556,5.90291262135922,68.6666666666667,"3/60",0,0
"ML Cummins ",2014,2017,11,9,450,474,9,52.6666666666667,6.32,50,"3/82",0,0
"KM Curran ",1983,1987,11,10,506,398,9,44.2222222222222,4.71936758893281,56.2222222222222,"3/65",0,0
"MH Dekker ",1992,1996,23,12,347,290,9,32.2222222222222,5.01440922190202,38.5555555555556,"2/16",0,0
"GRA de Silva ",1975,1982,6,6,305,262,9,29.1111111111111,5.15409836065574,33.8888888888889,"3/41",0,0
"PLS Gamage ",2014,2017,9,9,402,392,9,43.5555555555556,5.85074626865672,44.6666666666667,"4/57",1,0
"MP Jarvis ",1987,1995,12,12,601,451,9,50.1111111111111,4.50249584026622,66.7777777777778,"2/37",0,0
"Javed Ahmadi ",2010,2019,44,17,398,319,9,35.4444444444444,4.80904522613065,44.2222222222222,"4/37",1,0
"P Khadka ",2018,2020,10,9,372,243,9,27,3.91935483870968,41.3333333333333,"4/26",1,0
"Khaliq Dad ",2009,2010,6,6,252,150,9,16.6666666666667,3.57142857142857,28,"3/30",0,0
"RJ Kirtley ",2001,2004,11,11,549,481,9,53.4444444444444,5.2568306010929,61,"2/33",0,0
"T Kumaran ",1999,2000,8,8,378,348,9,38.6666666666667,5.52380952380952,42,"3/24",0,0
"RP Lefebvre ",1996,2003,11,11,534,346,9,38.4444444444444,3.8876404494382,59.3333333333333,"2/38",0,0
"AS Luseno ",2003,2010,10,10,330,316,9,35.1111111111111,5.74545454545455,36.6666666666667,"4/32",1,0
"MW Machan ",2013,2016,23,16,402,384,9,42.6666666666667,5.73134328358209,44.6666666666667,"3/31",0,0
"CS MacLeod ",2008,2019,66,31,770,694,9,77.1111111111111,5.40779220779221,85.5555555555556,"2/26",0,0
"Mohammad Kashif ",2006,2010,11,11,450,410,9,45.5555555555556,5.46666666666667,50,"3/42",0,0
"Mohammad Nadeem ",2019,2020,10,7,246,234,9,26,5.70731707317073,27.3333333333333,"3/43",0,0
"Mohammad Shahzad ",2014,2016,6,6,240,233,9,25.8888888888889,5.825,26.6666666666667,"4/26",1,0
"Mohammad Tauqir ",2004,2015,11,11,491,383,9,42.5555555555556,4.68024439918534,54.5555555555556,"2/38",0,0
"DT Mutendera ",1999,2001,9,9,390,334,9,37.1111111111111,5.13846153846154,43.3333333333333,"3/23",0,0
"JL Ontong ",2001,2012,28,16,538,396,9,44,4.41635687732342,59.7777777777778,"3/30",0,0
"CAK Rajitha ",2018,2019,9,9,353,379,9,42.1111111111111,6.44192634560906,39.2222222222222,"2/17",0,0
"TG Shaw ",1991,1994,9,9,504,298,9,33.1111111111111,3.54761904761905,56,"2/19",0,0
"TAM Siriwardana ",2015,2019,27,21,601,547,9,60.7777777777778,5.46089850249584,66.7777777777778,"2/27",0,0
"Soumya Sarkar ",2014,2019,55,14,324,318,9,35.3333333333333,5.88888888888889,36,"3/56",0,0
"S Sriram ",2000,2004,8,8,324,274,9,30.4444444444444,5.07407407407407,36,"3/43",0,0
"ML Su'a ",1992,1995,12,12,463,367,9,40.7777777777778,4.75593952483801,51.4444444444444,"4/59",1,0
"BRM Taylor ",2004,2020,196,21,396,406,9,45.1111111111111,6.15151515151515,44,"3/54",0,0
"SR Taylor ",2019,2020,12,10,301,242,9,26.8888888888889,4.82392026578073,33.4444444444444,"4/23",1,0
"SD Udal ",1994,2005,11,11,612,400,9,44.4444444444444,3.92156862745098,68,"2/37",0,0
"RM West ",2008,2009,10,9,447,279,9,31,3.74496644295302,49.6666666666667,"4/26",1,0
"D Wiese ",2015,2016,6,6,294,316,9,35.1111111111111,6.44897959183673,32.6666666666667,"3/50",0,0
"HS Williams ",1999,2000,7,7,329,228,9,25.3333333333333,4.1580547112462,36.5555555555556,"3/38",0,0
"KOK Williams ",2017,2018,8,7,330,293,9,32.5555555555556,5.32727272727273,36.6666666666667,"4/43",1,0
"B Wood ",1972,1982,13,10,420,224,9,24.8888888888889,3.2,46.6666666666667,"2/14",0,0
"RA Woolmer ",1972,1976,6,6,321,260,9,28.8888888888889,4.85981308411215,35.6666666666667,"3/33",0,0
"Abdur Rauf ",2008,2008,4,4,214,212,8,26.5,5.94392523364486,26.75,"3/24",0,0
"RG Aga ",2004,2014,12,11,402,320,8,40,4.77611940298507,50.25,"2/17",0,0
"SL Campbell ",1994,2001,90,8,196,170,8,21.25,5.20408163265306,24.5,"4/30",1,0
"RP de Groen ",1993,1994,12,12,549,478,8,59.75,5.22404371584699,68.625,"2/34",0,0
"Dolar Mahmud ",2008,2009,7,7,210,258,8,32.25,7.37142857142857,26.25,"4/28",1,0
"SF Graf ",1980,1981,11,10,522,345,8,43.125,3.96551724137931,65.25,"2/23",0,0
"EJ Gray ",1984,1988,10,9,386,286,8,35.75,4.44559585492228,48.25,"2/26",0,0
"Hasan Jamil ",1977,1978,6,5,232,154,8,19.25,3.98275862068966,29,"3/18",0,0
"BC Hollioake ",1997,2002,20,17,642,532,8,66.5,4.97196261682243,80.25,"2/37",0,0
"Irfan Ahmed ",2008,2014,6,6,290,299,8,37.375,6.18620689655172,36.25,"3/51",0,0
"Izatullah Dawlatzai ",2010,2015,5,5,210,146,8,18.25,4.17142857142857,26.25,"4/38",1,0
"DPMD Jayawardene ",1998,2015,448,28,593,563,8,70.375,5.6964586846543,74.125,"2/56",0,0
"MO Jones ",2006,2007,12,12,458,482,8,60.25,6.31441048034935,57.25,"2/25",0,0
"AR Kapoor ",1995,2000,17,17,900,612,8,76.5,4.08,112.5,"2/33",0,0
"JF Kloppenburg ",2002,2003,6,6,242,191,8,23.875,4.73553719008264,30.25,"4/42",1,0
"MKGCP Lakshitha ",2002,2003,7,7,300,254,8,31.75,5.08,37.5,"2/34",0,0
"TJ Laughlin ",1978,1979,6,6,308,224,8,28,4.36363636363636,38.5,"3/54",0,0
"CH Lloyd ",1973,1985,87,10,358,210,8,26.25,3.5195530726257,44.75,"2/4",0,0
"ACI Lock ",1996,1996,8,7,289,219,8,27.375,4.54671280276817,36.125,"5/44",0,1
"JFM Morrison ",1975,1983,18,7,283,199,8,24.875,4.21908127208481,35.375,"3/24",0,0
"PWA Mulder ",2017,2019,10,10,318,308,8,38.5,5.81132075471698,39.75,"2/59",0,0
"Naved Anjum ",1984,1992,13,12,472,344,8,43,4.3728813559322,59,"2/27",0,0
"Nawroz Mangal ",2009,2016,49,16,293,235,8,29.375,4.8122866894198,36.625,"3/35",0,0
"R Ngarava ",2017,2018,9,9,377,409,8,51.125,6.50928381962865,47.125,"2/37",0,0
"NM Odhiambo ",2010,2013,8,7,318,256,8,32,4.83018867924528,39.75,"3/48",0,0
